"YEAR","state","incidence"
"1947","MICHIGAN","148.06"
"1948","MICHIGAN","561.07"
"1949","MICHIGAN","312.1"
"1950","MICHIGAN","575.29"
"1951","MICHIGAN","221.85"
"1952","MICHIGAN","407.49"
"1953","MICHIGAN","322.98"
"1954","MICHIGAN","568.61"
"1955","MICHIGAN","309.13"
"1956","MICHIGAN","540.14"
"1957","MICHIGAN","234.85"
"1958","MICHIGAN","530.38"
"1959","MICHIGAN","147.69"
"1960","MICHIGAN","451.59"
"1961","MICHIGAN","349.41"
"1962","MICHIGAN","318.95"
"1963","MICHIGAN","516.65"
"1964","MICHIGAN","354.48"
"1965","MICHIGAN","336.98"
"1966","MICHIGAN","176.04"
"1967","MICHIGAN","13.3"
"1968","MICHIGAN","4.03"
"1969","MICHIGAN","4.46"
"1970","MICHIGAN","20.28"
"1971","MICHIGAN","28.89"
"1972","MICHIGAN","25.72"
"1973","MICHIGAN","46.65"
"1974","MICHIGAN","25.06"
"1975","MICHIGAN","35.27"
"1976","MICHIGAN","65.64"
"1977","MICHIGAN","13.5"
"1978","MICHIGAN","82.22"
"1979","MICHIGAN","9.43"
"1980","MICHIGAN","3.02"
"1981","MICHIGAN","0.35"
"1982","MICHIGAN","0.6"
"1983","MICHIGAN","0.03"
"1984","MICHIGAN","3.3"
"1985","MICHIGAN","0.75"
"1986","MICHIGAN","1.16"
"1987","MICHIGAN","0.3"
"1988","MICHIGAN","0.32"
"1989","MICHIGAN","4.23"
"1990","MICHIGAN","4.04"
"1991","MICHIGAN","0.36"
"1992","MICHIGAN","0.14"
"1993","MICHIGAN","0.07"
"1994","MICHIGAN","0.15"
"1995","MICHIGAN","0.04"
"1996","MICHIGAN","0.02"
"1997","MICHIGAN","0.08"
"1998","MICHIGAN","0.09"
"1999","MICHIGAN","0.0"
"2000","MICHIGAN","0.02"
"2001","MICHIGAN","0.0"
"2002","MICHIGAN","0.0"
"2003","MICHIGAN","0.0"
"1928","MINNESOTA","79.13"
"1929","MINNESOTA","492.36"
"1930","MINNESOTA","218.99"
"1931","MINNESOTA","123.53"
"1932","MINNESOTA","95.11"
"1933","MINNESOTA","752.33"
"1934","MINNESOTA","313.6"
"1935","MINNESOTA","1062.0"
"1936","MINNESOTA","283.03"
"1937","MINNESOTA","25.12"
"1938","MINNESOTA","256.2"
"1939","MINNESOTA","655.68"
"1940","MINNESOTA","300.31"
"1941","MINNESOTA","35.34"
"1942","MINNESOTA","567.73"
"1943","MINNESOTA","398.01"
"1944","MINNESOTA","770.53"
"1945","MINNESOTA","62.96"
"1946","MINNESOTA","44.79"
"1947","MINNESOTA","319.35"
"1948","MINNESOTA","286.3"
"1949","MINNESOTA","114.47"
"1950","MINNESOTA","125.16"
"1951","MINNESOTA","93.36"
"1952","MINNESOTA","96.98"
"1953","MINNESOTA","136.22"
"1954","MINNESOTA","92.93"
"1955","MINNESOTA","225.27"
"1956","MINNESOTA","40.74"
"1957","MINNESOTA","229.33"
"1958","MINNESOTA","37.83"
"1959","MINNESOTA","80.06"
"1960","MINNESOTA","126.3"
"1961","MINNESOTA","20.6"
"1962","MINNESOTA","47.43"
"1963","MINNESOTA","76.78"
"1964","MINNESOTA","9.73"
"1965","MINNESOTA","26.46"
"1966","MINNESOTA","46.56"
"1967","MINNESOTA","3.76"
"1968","MINNESOTA","0.52"
"1969","MINNESOTA","0.75"
"1970","MINNESOTA","1.29"
"1971","MINNESOTA","2.06"
"1972","MINNESOTA","0.73"
"1973","MINNESOTA","0.65"
"1974","MINNESOTA","2.21"
"1975","MINNESOTA","5.83"
"1976","MINNESOTA","10.83"
"1977","MINNESOTA","68.06"
"1978","MINNESOTA","2.09"
"1979","MINNESOTA","29.85"
"1980","MINNESOTA","26.87"
"1981","MINNESOTA","0.17"
"1982","MINNESOTA","0.0"
"1983","MINNESOTA","0.0"
"1984","MINNESOTA","1.08"
"1985","MINNESOTA","0.0"
"1986","MINNESOTA","0.84"
"1987","MINNESOTA","0.65"
"1988","MINNESOTA","0.48"
"1989","MINNESOTA","0.16"
"1990","MINNESOTA","9.21"
"1991","MINNESOTA","0.63"
"1992","MINNESOTA","0.2"
"1993","MINNESOTA","0.0"
"1994","MINNESOTA","0.0"
"1995","MINNESOTA","0.0"
"1996","MINNESOTA","0.37"
"1997","MINNESOTA","0.35"
"1998","MINNESOTA","0.0"
"1999","MINNESOTA","0.0"
"2000","MINNESOTA","0.02"
"2001","MINNESOTA","0.04"
"2002","MINNESOTA","0.0"
"2003","MINNESOTA","0.0"
"1928","MISSISSIPPI","0.0"
"1929","MISSISSIPPI","0.0"
"1930","MISSISSIPPI","0.0"
"1931","MISSISSIPPI","0.0"
"1932","MISSISSIPPI","0.0"
"1933","MISSISSIPPI","0.0"
"1934","MISSISSIPPI","0.0"
"1935","MISSISSIPPI","0.0"
"1936","MISSISSIPPI","0.0"
"1937","MISSISSIPPI","0.0"
"1938","MISSISSIPPI","0.0"
"1939","MISSISSIPPI","0.0"
"1940","MISSISSIPPI","0.0"
"1941","MISSISSIPPI","0.0"
"1942","MISSISSIPPI","0.0"
"1943","MISSISSIPPI","0.0"
"1944","MISSISSIPPI","0.0"
"1945","MISSISSIPPI","0.0"
"1946","MISSISSIPPI","0.0"
"1947","MISSISSIPPI","14.96"
"1948","MISSISSIPPI","58.26"
"1949","MISSISSIPPI","106.74"
"1950","MISSISSIPPI","99.49"
"1951","MISSISSIPPI","91.25"
"1952","MISSISSIPPI","64.62"
"1953","MISSISSIPPI","115.46"
"1954","MISSISSIPPI","145.94"
"1955","MISSISSIPPI","72.75"
"1956","MISSISSIPPI","107.81"
"1957","MISSISSIPPI","61.45"
"1958","MISSISSIPPI","67.5"
"1959","MISSISSIPPI","66.43"
"1960","MISSISSIPPI","76.35"
"1961","MISSISSIPPI","68.9"
"1962","MISSISSIPPI","119.04"
"1963","MISSISSIPPI","29.85"
"1964","MISSISSIPPI","261.46"
"1965","MISSISSIPPI","51.15"
"1966","MISSISSIPPI","56.99"
"1967","MISSISSIPPI","30.34"
"1968","MISSISSIPPI","10.91"
"1969","MISSISSIPPI","1.1"
"1970","MISSISSIPPI","6.07"
"1971","MISSISSIPPI","66.8"
"1972","MISSISSIPPI","9.05"
"1973","MISSISSIPPI","2.71"
"1974","MISSISSIPPI","0.61"
"1975","MISSISSIPPI","1.47"
"1976","MISSISSIPPI","0.73"
"1977","MISSISSIPPI","2.08"
"1978","MISSISSIPPI","31.21"
"1979","MISSISSIPPI","1.08"
"1980","MISSISSIPPI","3.91"
"1981","MISSISSIPPI","0.0"
"1982","MISSISSIPPI","0.16"
"1983","MISSISSIPPI","0.08"
"1984","MISSISSIPPI","0.0"
"1985","MISSISSIPPI","0.04"
"1986","MISSISSIPPI","0.4"
"1987","MISSISSIPPI","0.16"
"1988","MISSISSIPPI","1.27"
"1989","MISSISSIPPI","0.04"
"1990","MISSISSIPPI","0.5"
"1991","MISSISSIPPI","0.0"
"1992","MISSISSIPPI","0.04"
"1993","MISSISSIPPI","0.0"
"1994","MISSISSIPPI","0.0"
"1995","MISSISSIPPI","0.0"
"1996","MISSISSIPPI","0.0"
"1997","MISSISSIPPI","0.14"
"1998","MISSISSIPPI","0.0"
"1999","MISSISSIPPI","0.0"
"2000","MISSISSIPPI","0.0"
"2001","MISSISSIPPI","0.0"
"2002","MISSISSIPPI","0.0"
"2003","MISSISSIPPI","0.0"
"1928","MISSOURI","198.63"
"1929","MISSOURI","183.46"
"1930","MISSOURI","149.81"
"1931","MISSOURI","369.77"
"1932","MISSOURI","43.16"
"1933","MISSOURI","152.96"
"1934","MISSOURI","539.48"
"1935","MISSOURI","345.19"
"1936","MISSOURI","17.37"
"1937","MISSOURI","186.45"
"1938","MISSOURI","525.47"
"1939","MISSOURI","76.61"
"1940","MISSOURI","15.55"
"1941","MISSOURI","175.17"
"1942","MISSOURI","178.71"
"1943","MISSOURI","196.08"
"1944","MISSOURI","155.96"
"1945","MISSOURI","30.22"
"1946","MISSOURI","166.93"
"1947","MISSOURI","33.55"
"1948","MISSOURI","150.17"
"1949","MISSOURI","203.8"
"1950","MISSOURI","58.02"
"1951","MISSOURI","188.53"
"1952","MISSOURI","60.99"
"1953","MISSOURI","218.84"
"1954","MISSOURI","37.88"
"1955","MISSOURI","96.52"
"1956","MISSOURI","124.88"
"1957","MISSOURI","102.2"
"1958","MISSOURI","82.41"
"1959","MISSOURI","84.71"
"1960","MISSOURI","17.35"
"1961","MISSOURI","102.09"
"1962","MISSOURI","31.73"
"1963","MISSOURI","64.05"
"1964","MISSOURI","24.26"
"1965","MISSOURI","60.2"
"1966","MISSOURI","12.54"
"1967","MISSOURI","7.47"
"1968","MISSOURI","0.69"
"1969","MISSOURI","1.57"
"1970","MISSOURI","16.45"
"1971","MISSOURI","42.81"
"1972","MISSOURI","3.7"
"1973","MISSOURI","1.15"
"1974","MISSOURI","5.49"
"1975","MISSOURI","5.41"
"1976","MISSOURI","4.8"
"1977","MISSOURI","18.57"
"1978","MISSOURI","3.53"
"1979","MISSOURI","9.72"
"1980","MISSOURI","1.0"
"1981","MISSOURI","0.02"
"1982","MISSOURI","0.04"
"1983","MISSOURI","0.04"
"1984","MISSOURI","0.12"
"1985","MISSOURI","0.02"
"1986","MISSOURI","0.62"
"1987","MISSOURI","3.76"
"1988","MISSOURI","0.41"
"1989","MISSOURI","9.97"
"1990","MISSOURI","1.04"
"1991","MISSOURI","0.0"
"1992","MISSOURI","0.02"
"1993","MISSOURI","0.0"
"1994","MISSOURI","0.81"
"1995","MISSOURI","0.0"
"1996","MISSOURI","0.04"
"1997","MISSOURI","0.06"
"1998","MISSOURI","0.0"
"1999","MISSOURI","0.02"
"2000","MISSOURI","0.0"
"2001","MISSOURI","0.02"
"2002","MISSOURI","0.02"
"2003","MISSOURI","0.0"
"1928","MONTANA","139.86"
"1929","MONTANA","817.76"
"1930","MONTANA","117.52"
"1931","MONTANA","284.85"
"1932","MONTANA","1007.97"
"1933","MONTANA","419.57"
"1934","MONTANA","355.92"
"1935","MONTANA","1422.57"
"1936","MONTANA","81.57"
"1937","MONTANA","111.71"
"1938","MONTANA","1119.76"
"1939","MONTANA","1973.32"
"1940","MONTANA","476.48"
"1941","MONTANA","161.21"
"1942","MONTANA","588.48"
"1943","MONTANA","1122.06"
"1944","MONTANA","720.79"
"1945","MONTANA","175.29"
"1946","MONTANA","422.65"
"1947","MONTANA","843.36"
"1948","MONTANA","341.6"
"1949","MONTANA","676.12"
"1950","MONTANA","300.15"
"1951","MONTANA","416.62"
"1952","MONTANA","643.92"
"1953","MONTANA","505.27"
"1954","MONTANA","749.98"
"1955","MONTANA","449.82"
"1956","MONTANA","1016.61"
"1957","MONTANA","528.64"
"1958","MONTANA","1065.44"
"1959","MONTANA","625.59"
"1960","MONTANA","313.99"
"1961","MONTANA","326.15"
"1962","MONTANA","1181.36"
"1963","MONTANA","482.41"
"1964","MONTANA","579.59"
"1965","MONTANA","556.37"
"1966","MONTANA","272.69"
"1967","MONTANA","48.96"
"1968","MONTANA","9.69"
"1969","MONTANA","17.13"
"1970","MONTANA","16.01"
"1971","MONTANA","112.98"
"1972","MONTANA","2.35"
"1973","MONTANA","48.63"
"1974","MONTANA","46.2"
"1975","MONTANA","6.98"
"1976","MONTANA","65.89"
"1977","MONTANA","119.65"
"1978","MONTANA","13.86"
"1979","MONTANA","7.87"
"1980","MONTANA","0.26"
"1981","MONTANA","0.0"
"1982","MONTANA","0.0"
"1983","MONTANA","0.0"
"1984","MONTANA","0.0"
"1985","MONTANA","20.52"
"1986","MONTANA","0.24"
"1987","MONTANA","17.11"
"1988","MONTANA","9.66"
"1989","MONTANA","1.63"
"1990","MONTANA","0.0"
"1991","MONTANA","0.0"
"1992","MONTANA","0.0"
"1993","MONTANA","0.0"
"1994","MONTANA","0.0"
"1995","MONTANA","0.0"
"1996","MONTANA","0.0"
"1997","MONTANA","0.0"
"1998","MONTANA","0.0"
"1999","MONTANA","0.0"
"2000","MONTANA","0.0"
"2001","MONTANA","0.0"
"2002","MONTANA","0.0"
"2003","MONTANA","0.0"
"1928","NEBRASKA","78.95"
"1929","NEBRASKA","303.03"
"1930","NEBRASKA","745.32"
"1931","NEBRASKA","24.91"
"1932","NEBRASKA","31.61"
"1933","NEBRASKA","117.35"
"1934","NEBRASKA","331.03"
"1935","NEBRASKA","639.7"
"1936","NEBRASKA","86.34"
"1937","NEBRASKA","34.46"
"1938","NEBRASKA","209.06"
"1939","NEBRASKA","276.01"
"1940","NEBRASKA","129.04"
"1941","NEBRASKA","34.6"
"1942","NEBRASKA","428.55"
"1943","NEBRASKA","401.02"
"1944","NEBRASKA","186.13"
"1945","NEBRASKA","71.57"
"1946","NEBRASKA","395.65"
"1947","NEBRASKA","37.4"
"1948","NEBRASKA","263.28"
"1949","NEBRASKA","207.99"
"1950","NEBRASKA","275.32"
"1951","NEBRASKA","41.75"
"1952","NEBRASKA","214.03"
"1953","NEBRASKA","183.75"
"1954","NEBRASKA","191.6"
"1955","NEBRASKA","12.07"
"1956","NEBRASKA","178.58"
"1957","NEBRASKA","16.79"
"1958","NEBRASKA","108.79"
"1959","NEBRASKA","29.32"
"1960","NEBRASKA","14.81"
"1961","NEBRASKA","44.19"
"1962","NEBRASKA","8.13"
"1963","NEBRASKA","15.86"
"1964","NEBRASKA","54.63"
"1965","NEBRASKA","31.99"
"1966","NEBRASKA","11.64"
"1967","NEBRASKA","36.53"
"1968","NEBRASKA","4.59"
"1969","NEBRASKA","44.87"
"1970","NEBRASKA","52.32"
"1971","NEBRASKA","4.88"
"1972","NEBRASKA","1.61"
"1973","NEBRASKA","0.37"
"1974","NEBRASKA","6.08"
"1975","NEBRASKA","25.54"
"1976","NEBRASKA","3.52"
"1977","NEBRASKA","13.69"
"1978","NEBRASKA","0.51"
"1979","NEBRASKA","4.26"
"1980","NEBRASKA","4.93"
"1981","NEBRASKA","0.25"
"1982","NEBRASKA","0.19"
"1983","NEBRASKA","0.0"
"1984","NEBRASKA","0.0"
"1985","NEBRASKA","0.0"
"1986","NEBRASKA","0.0"
"1987","NEBRASKA","0.0"
"1988","NEBRASKA","0.0"
"1989","NEBRASKA","6.65"
"1990","NEBRASKA","5.0"
"1991","NEBRASKA","0.0"
"1992","NEBRASKA","0.0"
"1993","NEBRASKA","0.0"
"1994","NEBRASKA","0.0"
"1995","NEBRASKA","0.0"
"1996","NEBRASKA","0.0"
"1997","NEBRASKA","0.06"
"1998","NEBRASKA","0.0"
"1999","NEBRASKA","0.0"
"2000","NEBRASKA","0.0"
"2001","NEBRASKA","0.0"
"2002","NEBRASKA","0.0"
"2003","NEBRASKA","0.0"
"1928","NEVADA","0.0"
"1929","NEVADA","0.0"
"1930","NEVADA","0.0"
"1931","NEVADA","0.0"
"1932","NEVADA","0.0"
"1933","NEVADA","0.0"
"1934","NEVADA","0.0"
"1935","NEVADA","0.0"
"1936","NEVADA","0.0"
"1937","NEVADA","0.0"
"1938","NEVADA","0.0"
"1939","NEVADA","0.0"
"1940","NEVADA","0.0"
"1941","NEVADA","275.84"
"1942","NEVADA","811.69"
"1943","NEVADA","397.32"
"1944","NEVADA","244.43"
"1945","NEVADA","71.8"
"1946","NEVADA","125.9"
"1947","NEVADA","18.45"
"1948","NEVADA","38.12"
"1949","NEVADA","60.53"
"1950","NEVADA","67.9"
"1951","NEVADA","171.48"
"1952","NEVADA","285.31"
"1953","NEVADA","102.3"
"1954","NEVADA","182.19"
"1955","NEVADA","165.37"
"1956","NEVADA","55.2"
"1957","NEVADA","592.31"
"1958","NEVADA","73.6"
"1959","NEVADA","220.09"
"1960","NEVADA","262.89"
"1961","NEVADA","197.74"
"1962","NEVADA","191.47"
"1963","NEVADA","67.74"
"1964","NEVADA","233.77"
"1965","NEVADA","50.71"
"1966","NEVADA","14.34"
"1967","NEVADA","59.9"
"1968","NEVADA","1.74"
"1969","NEVADA","0.21"
"1970","NEVADA","4.03"
"1971","NEVADA","1.28"
"1972","NEVADA","0.18"
"1973","NEVADA","0.17"
"1974","NEVADA","26.76"
"1975","NEVADA","4.3"
"1976","NEVADA","12.4"
"1977","NEVADA","10.87"
"1978","NEVADA","2.6"
"1979","NEVADA","2.61"
"1980","NEVADA","1.43"
"1981","NEVADA","1.58"
"1982","NEVADA","0.0"
"1983","NEVADA","0.22"
"1984","NEVADA","0.0"
"1985","NEVADA","0.0"
"1986","NEVADA","0.3"
"1987","NEVADA","0.19"
"1988","NEVADA","0.0"
"1989","NEVADA","0.99"
"1990","NEVADA","17.71"
"1991","NEVADA","1.47"
"1992","NEVADA","0.07"
"1993","NEVADA","0.07"
"1994","NEVADA","0.0"
"1995","NEVADA","0.06"
"1996","NEVADA","0.24"
"1997","NEVADA","0.06"
"1998","NEVADA","0.0"
"1999","NEVADA","0.0"
"2000","NEVADA","0.35"
"2001","NEVADA","0.0"
"2002","NEVADA","0.0"
"2003","NEVADA","0.0"
"1928","NEW HAMPSHIRE","272.15"
"1929","NEW HAMPSHIRE","344.53"
"1930","NEW HAMPSHIRE","126.38"
"1931","NEW HAMPSHIRE","299.15"
"1932","NEW HAMPSHIRE","151.26"
"1933","NEW HAMPSHIRE","218.48"
"1934","NEW HAMPSHIRE","846.7"
"1935","NEW HAMPSHIRE","55.13"
"1936","NEW HAMPSHIRE","185.39"
"1937","NEW HAMPSHIRE","393.13"
"1938","NEW HAMPSHIRE","341.34"
"1939","NEW HAMPSHIRE","133.99"
"1940","NEW HAMPSHIRE","147.66"
"1941","NEW HAMPSHIRE","201.98"
"1942","NEW HAMPSHIRE","167.14"
"1943","NEW HAMPSHIRE","211.18"
"1944","NEW HAMPSHIRE","126.01"
"1945","NEW HAMPSHIRE","33.9"
"1946","NEW HAMPSHIRE","226.71"
"1947","NEW HAMPSHIRE","61.04"
"1948","NEW HAMPSHIRE","77.54"
"1949","NEW HAMPSHIRE","230.6"
"1950","NEW HAMPSHIRE","34.4"
"1951","NEW HAMPSHIRE","196.44"
"1952","NEW HAMPSHIRE","447.27"
"1953","NEW HAMPSHIRE","50.71"
"1954","NEW HAMPSHIRE","168.21"
"1955","NEW HAMPSHIRE","831.44"
"1956","NEW HAMPSHIRE","35.34"
"1957","NEW HAMPSHIRE","69.01"
"1958","NEW HAMPSHIRE","368.01"
"1959","NEW HAMPSHIRE","76.52"
"1960","NEW HAMPSHIRE","186.36"
"1961","NEW HAMPSHIRE","234.64"
"1962","NEW HAMPSHIRE","163.62"
"1963","NEW HAMPSHIRE","6.44"
"1964","NEW HAMPSHIRE","134.65"
"1965","NEW HAMPSHIRE","55.03"
"1966","NEW HAMPSHIRE","11.59"
"1967","NEW HAMPSHIRE","3.86"
"1968","NEW HAMPSHIRE","21.01"
"1969","NEW HAMPSHIRE","27.1"
"1970","NEW HAMPSHIRE","8.4"
"1971","NEW HAMPSHIRE","26.65"
"1972","NEW HAMPSHIRE","98.96"
"1973","NEW HAMPSHIRE","90.34"
"1974","NEW HAMPSHIRE","20.26"
"1975","NEW HAMPSHIRE","2.39"
"1976","NEW HAMPSHIRE","1.13"
"1977","NEW HAMPSHIRE","29.05"
"1978","NEW HAMPSHIRE","7.15"
"1979","NEW HAMPSHIRE","3.18"
"1980","NEW HAMPSHIRE","26.69"
"1981","NEW HAMPSHIRE","0.98"
"1982","NEW HAMPSHIRE","0.5"
"1983","NEW HAMPSHIRE","0.0"
"1984","NEW HAMPSHIRE","3.3"
"1985","NEW HAMPSHIRE","0.0"
"1986","NEW HAMPSHIRE","2.62"
"1987","NEW HAMPSHIRE","16.24"
"1988","NEW HAMPSHIRE","10.23"
"1989","NEW HAMPSHIRE","1.44"
"1990","NEW HAMPSHIRE","0.0"
"1991","NEW HAMPSHIRE","0.0"
"1992","NEW HAMPSHIRE","1.44"
"1993","NEW HAMPSHIRE","0.18"
"1994","NEW HAMPSHIRE","0.0"
"1995","NEW HAMPSHIRE","0.0"
"1996","NEW HAMPSHIRE","0.0"
"1997","NEW HAMPSHIRE","1.93"
"1998","NEW HAMPSHIRE","0.0"
"1999","NEW HAMPSHIRE","0.0"
"2000","NEW HAMPSHIRE","0.24"
"2001","NEW HAMPSHIRE","0.0"
"2002","NEW HAMPSHIRE","0.0"
"2003","NEW HAMPSHIRE","0.0"
"1928","NEW JERSEY","797.14"
"1929","NEW JERSEY","181.86"
"1930","NEW JERSEY","602.87"
"1931","NEW JERSEY","494.19"
"1932","NEW JERSEY","373.96"
"1933","NEW JERSEY","726.94"
"1934","NEW JERSEY","359.92"
"1935","NEW JERSEY","792.91"
"1936","NEW JERSEY","215.06"
"1937","NEW JERSEY","1108.94"
"1938","NEW JERSEY","716.98"
"1939","NEW JERSEY","104.83"
"1940","NEW JERSEY","301.99"
"1941","NEW JERSEY","1044.54"
"1942","NEW JERSEY","322.1"
"1943","NEW JERSEY","927.14"
"1944","NEW JERSEY","658.66"
"1945","NEW JERSEY","78.87"
"1946","NEW JERSEY","1151.75"
"1947","NEW JERSEY","250.71"
"1948","NEW JERSEY","715.45"
"1949","NEW JERSEY","705.08"
"1950","NEW JERSEY","601.68"
"1951","NEW JERSEY","395.01"
"1952","NEW JERSEY","1282.7"
"1953","NEW JERSEY","81.21"
"1954","NEW JERSEY","445.79"
"1955","NEW JERSEY","937.1"
"1956","NEW JERSEY","340.37"
"1957","NEW JERSEY","458.1"
"1958","NEW JERSEY","429.08"
"1959","NEW JERSEY","502.21"
"1960","NEW JERSEY","175.27"
"1961","NEW JERSEY","293.59"
"1962","NEW JERSEY","510.19"
"1963","NEW JERSEY","160.62"
"1964","NEW JERSEY","176.38"
"1965","NEW JERSEY","61.18"
"1966","NEW JERSEY","29.39"
"1967","NEW JERSEY","8.8"
"1968","NEW JERSEY","9.74"
"1969","NEW JERSEY","13.46"
"1970","NEW JERSEY","23.46"
"1971","NEW JERSEY","17.39"
"1972","NEW JERSEY","5.64"
"1973","NEW JERSEY","10.1"
"1974","NEW JERSEY","75.03"
"1975","NEW JERSEY","6.48"
"1976","NEW JERSEY","8.56"
"1977","NEW JERSEY","2.67"
"1978","NEW JERSEY","1.01"
"1979","NEW JERSEY","0.66"
"1980","NEW JERSEY","8.92"
"1981","NEW JERSEY","0.77"
"1982","NEW JERSEY","0.08"
"1983","NEW JERSEY","0.36"
"1984","NEW JERSEY","0.07"
"1985","NEW JERSEY","0.31"
"1986","NEW JERSEY","11.6"
"1987","NEW JERSEY","0.5"
"1988","NEW JERSEY","4.25"
"1989","NEW JERSEY","5.28"
"1990","NEW JERSEY","2.47"
"1991","NEW JERSEY","13.05"
"1992","NEW JERSEY","0.4"
"1993","NEW JERSEY","0.06"
"1994","NEW JERSEY","1.68"
"1995","NEW JERSEY","0.04"
"1996","NEW JERSEY","0.0"
"1997","NEW JERSEY","0.02"
"1998","NEW JERSEY","0.08"
"1999","NEW JERSEY","0.0"
"2000","NEW JERSEY","0.0"
"2001","NEW JERSEY","0.01"
"2002","NEW JERSEY","0.0"
"2003","NEW JERSEY","0.0"
"1928","NEW MEXICO","663.41"
"1929","NEW MEXICO","54.78"
"1930","NEW MEXICO","529.23"
"1931","NEW MEXICO","324.57"
"1932","NEW MEXICO","271.9"
"1933","NEW MEXICO","148.8"
"1934","NEW MEXICO","731.9"
"1935","NEW MEXICO","147.97"
"1936","NEW MEXICO","234.94"
"1937","NEW MEXICO","487.27"
"1938","NEW MEXICO","628.89"
"1939","NEW MEXICO","316.1"
"1940","NEW MEXICO","216.63"
"1941","NEW MEXICO","778.1"
"1942","NEW MEXICO","315.64"
"1943","NEW MEXICO","105.71"
"1944","NEW MEXICO","303.73"
"1945","NEW MEXICO","67.9"
"1946","NEW MEXICO","215.41"
"1947","NEW MEXICO","226.78"
"1948","NEW MEXICO","174.64"
"1949","NEW MEXICO","671.44"
"1950","NEW MEXICO","136.02"
"1951","NEW MEXICO","297.51"
"1952","NEW MEXICO","210.63"
"1953","NEW MEXICO","662.89"
"1954","NEW MEXICO","355.99"
"1955","NEW MEXICO","621.75"
"1956","NEW MEXICO","495.32"
"1957","NEW MEXICO","747.33"
"1958","NEW MEXICO","912.17"
"1959","NEW MEXICO","484.03"
"1960","NEW MEXICO","6.81"
"1961","NEW MEXICO","2.07"
"1962","NEW MEXICO","0.0"
"1963","NEW MEXICO","0.0"
"1964","NEW MEXICO","111.15"
"1965","NEW MEXICO","68.59"
"1966","NEW MEXICO","126.32"
"1967","NEW MEXICO","61.2"
"1968","NEW MEXICO","17.64"
"1969","NEW MEXICO","28.3"
"1970","NEW MEXICO","28.59"
"1971","NEW MEXICO","37.27"
"1972","NEW MEXICO","12.07"
"1973","NEW MEXICO","14.03"
"1974","NEW MEXICO","5.35"
"1975","NEW MEXICO","9.07"
"1976","NEW MEXICO","1.3"
"1977","NEW MEXICO","1.92"
"1978","NEW MEXICO","0.0"
"1979","NEW MEXICO","3.15"
"1980","NEW MEXICO","0.99"
"1981","NEW MEXICO","1.1"
"1982","NEW MEXICO","0.0"
"1983","NEW MEXICO","0.0"
"1984","NEW MEXICO","5.09"
"1985","NEW MEXICO","0.28"
"1986","NEW MEXICO","2.6"
"1987","NEW MEXICO","10.55"
"1988","NEW MEXICO","0.0"
"1989","NEW MEXICO","1.4"
"1990","NEW MEXICO","6.66"
"1991","NEW MEXICO","4.92"
"1992","NEW MEXICO","0.06"
"1993","NEW MEXICO","0.0"
"1994","NEW MEXICO","0.0"
"1995","NEW MEXICO","1.82"
"1996","NEW MEXICO","0.96"
"1997","NEW MEXICO","0.4"
"1998","NEW MEXICO","0.0"
"1999","NEW MEXICO","0.0"
"2000","NEW MEXICO","0.0"
"2001","NEW MEXICO","0.0"
"2002","NEW MEXICO","0.0"
"2003","NEW MEXICO","0.0"
"1928","NEW YORK","649.97"
"1929","NEW YORK","249.09"
"1930","NEW YORK","315.39"
"1931","NEW YORK","423.22"
"1932","NEW YORK","465.06"
"1933","NEW YORK","549.0"
"1934","NEW YORK","258.13"
"1935","NEW YORK","516.43"
"1936","NEW YORK","477.48"
"1937","NEW YORK","202.81"
"1938","NEW YORK","518.84"
"1939","NEW YORK","331.36"
"1940","NEW YORK","212.23"
"1941","NEW YORK","789.51"
"1942","NEW YORK","191.24"
"1943","NEW YORK","478.18"
"1944","NEW YORK","334.85"
"1945","NEW YORK","52.41"
"1946","NEW YORK","600.82"
"1947","NEW YORK","108.0"
"1948","NEW YORK","330.91"
"1949","NEW YORK","353.09"
"1950","NEW YORK","201.33"
"1951","NEW YORK","240.63"
"1952","NEW YORK","500.59"
"1953","NEW YORK","74.14"
"1954","NEW YORK","548.37"
"1955","NEW YORK","241.44"
"1956","NEW YORK","308.53"
"1957","NEW YORK","233.63"
"1958","NEW YORK","364.15"
"1959","NEW YORK","140.21"
"1960","NEW YORK","277.27"
"1961","NEW YORK","207.29"
"1962","NEW YORK","273.0"
"1963","NEW YORK","107.71"
"1964","NEW YORK","156.92"
"1965","NEW YORK","52.37"
"1966","NEW YORK","61.06"
"1967","NEW YORK","6.68"
"1968","NEW YORK","21.07"
"1969","NEW YORK","30.48"
"1970","NEW YORK","8.57"
"1971","NEW YORK","23.92"
"1972","NEW YORK","3.61"
"1973","NEW YORK","9.79"
"1974","NEW YORK","7.83"
"1975","NEW YORK","6.83"
"1976","NEW YORK","17.38"
"1977","NEW YORK","26.19"
"1978","NEW YORK","10.44"
"1979","NEW YORK","8.94"
"1980","NEW YORK","11.01"
"1981","NEW YORK","1.97"
"1982","NEW YORK","1.09"
"1983","NEW YORK","0.21"
"1984","NEW YORK","0.84"
"1985","NEW YORK","0.92"
"1986","NEW YORK","5.31"
"1987","NEW YORK","2.47"
"1988","NEW YORK","0.54"
"1989","NEW YORK","1.63"
"1990","NEW YORK","4.48"
"1991","NEW YORK","7.8"
"1992","NEW YORK","0.62"
"1993","NEW YORK","0.0"
"1994","NEW YORK","0.34"
